cv_id,job_id,cv_title,job_title,similarity
35407f67-9e0a-48e0-ad0d-c46d2722cb4b,3278c7f9-81ea-41d7-80e5-ef2b737c3be5,Nhân Viên Pha Chế Và Thợ Phụ Làm Bánh(đang Tìm Việc),Nhân Viên Thu Hồi Nợ,0.826202929019928
202f3a56-5226-4312-93fc-ea8ecacf559b,ce4224ad-1dc8-4b60-8ede-a2c03f2f6dd1,Nhân Viên Làm Hồ Sơ,Nhân Viên Hồ Sơ,0.9597388505935669
9ede93b0-a56e-452c-b7d6-e5bd07d9056f,1e6bb524-c3f0-4f92-b93a-a3df662001f0,Dược Sĩ Nhà Thuốc,Dược Sỹ Nhà Thuốc,0.9332887530326843
e7d7419f-6295-49e6-8269-e88aef53c645,57c7c858-7ab4-408a-8122-9a7010fff4b9,Nhân Viên Hành Chính Văn Phòng / Kế Toán/ Nhân Sự,Nhân Viên Hành Chính Văn Phòng,0.9271841645240784
681a79f5-61e7-448b-90e8-877a10ebd50f,992ad57a-a731-41ad-8376-98ef20f7edf2,Nhân Viên Kỹ Thuật,Nhân Viên Kỹ Thuật,1.0000001192092896
064bab31-0c1d-4299-b81a-a352535264cf,c0dfed7a-d727-41f4-aff4-96418a40e594,仓库会计(đang Tìm Việc),Nhân Viên Kế Toán Kho,0.855485200881958
b6c01191-d7f3-426d-81ca-fa646b9e93c3,aca13be1-ff73-4a5b-be62-bd88702a575d,Kỹ Sư Điều Khiển(đang Tìm Việc),Kỹ Sư Nội Nghiệp,0.9250569939613342
c8335412-7e15-43f1-92cc-fb21a7f51f5e,e926c4d1-d8ba-4ec9-9197-95d4ffeab42a,Nhân Viên Qa,Nhân Viên QA,0.9494775533676147
c6dcd7fb-7157-4096-92da-187dc119de83,fc0f5211-6154-4f62-8339-16535f73d2e2,Nhân Viên Văn Phòng,Nhân Viên Văn Phòng,1.0
04264567-320f-44d8-88e2-fe655ab36bd9,5da36398-1000-4a2b-88ce-e118264fdfdd,Huấn Luyện Viên Phòng Tập Gym,Quản Lý Trung Tâm Gym Cho Trẻ,0.836470365524292
5b2ad81d-e89a-4e87-90af-474c4d588e45,a3a07995-b648-4b1d-a750-c6cd04c7b051,Nhân Viên,Nhân Viên,1.0000001192092896
77aa0085-5f4a-4794-928e-e73bc6d2f2a6,097ebe03-bcfc-48fe-84af-b2aaa2cc3c55,Dược Sĩ Bán Thuốc,Dược Sĩ Bán Thuốc,1.0
99fe3177-8f61-4d6d-a8ab-f423e5c6c9e3,2754acd1-1459-422e-b03d-02267d33e8f5,Phụ Bếp Bánh Kem,Thợ làm bánh các loại,0.8672149777412415
c5bc76f1-02f4-45a4-812c-ef1b60c0442a,aefc7171-2e0b-492e-b002-1a56f59c0816,Lao Động Phổ Thông,Lao động Phổ Thông,0.9494524598121643
c14d4727-db36-469c-91c7-8b1dbdc48140,c7752693-6951-49d1-89d6-3f13ba178fac,Bác Sĩ Da Liễu,Bác Sĩ Da Liễu,1.0
ddc514ba-ba1f-47f8-9c76-f5ff6e2807b0,c953179a-46e7-42fb-a9ee-30f350d9e508,Quản Lý Đơn Hàng,Quản Lý Thi Công,0.9432538747787476
89ff39a0-40fe-4392-a5cc-8de0ba13ef0d,ef141a16-e86b-439b-a16a-3c611511d27a,Chuyên Viên Tư Vấn,Chuyên Viên Tư Vấn,1.0000001192092896
a784f828-c429-46bc-a3b5-21fa497c82c9,9ba38289-d6da-4d0e-87ec-670de1efc7db,Công Nghệ Thực Phẩm,Giáo Vụ Khoa Công Nghệ Thực Phẩm,0.7852848172187805
b53fbaf1-646e-486b-8177-8d2b11540561,b9084103-007e-48c2-90a6-dcb359bbb761,Kỹ Sư Thực Tập,Kỹ Sư Hiện Trường,0.8901457786560059
